# ALPHA = 0.05
# TOT_SETS = 10651


# _SET1_ SET = Curated_gene_sets:kegg_pathways_in_cancer
# _SET1_ NGENES = 318
# _SET1_ P = 3.83538e-06
_SET1_     GENE              CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
_SET2_     ENSG00000132694     1  156899632  157020162    403      42  115825       3.3937   0.00034475
_SET2_     ENSG00000117020     1  243646535  244019381   1046      72  107418       1.9171     0.027613
_SET2_     ENSG00000134318     2   11314887   11493456    726      46  117570       1.0365      0.14999
_SET2_     ENSG00000138071     2   65449887   65503387    231      41  115222     -0.12149      0.54835
_SET2_     ENSG00000115091     2  114642537  114725173    362      32  118003      -1.6071      0.94598
_SET2_     ENSG00000130561     2  234211462  234260701    235      50  122427     -0.35263      0.63782
_SET2_     ENSG00000150995     3    4530032    4894524   2014     266  115226     0.083829       0.4666
_SET2_     ENSG00000065534     3  123323896  123608178   1166     108  108256      0.82195      0.20555
_SET2_     ENSG00000163914     3  129242483  129259012     60      20  112025     -0.78983      0.78519
_SET2_     ENSG00000121879     3  178860902  178962881    428      50  116347       1.1803      0.11893
_SET2_     ENSG00000180370     3  196461728  196564518    727      80  109680       1.3268     0.092284
_SET2_     ENSG00000164093     4  111533579  111568279     92      34  110133     -0.35569      0.63897
_SET2_     ENSG00000145675     5   67506548   67602649    400      85  119878       5.2266   8.6332e-08
_SET2_     ENSG00000096433     6   33583142   33669351    520      74  120755       3.8856   5.1039e-05
_SET2_     ENSG00000112290     6  110416022  110506207    351      31  113789        0.547      0.29219
_SET2_     ENSG00000106683     7   73492263   73541855    183      50  107669       3.5044   0.00022878
_SET2_     ENSG00000105851     7  106500723  106552590    164      52  114047      0.53056      0.29786
_SET2_     ENSG00000106299     7  123316989  123394121    291      36  113214       2.4765    0.0066339
_SET2_     ENSG00000136859     9  129844611  129890162    142      46  107375       1.7896     0.036759
_SET2_     ENSG00000057608    10    5802186    5889095    426      67  121194      0.26399      0.39589
_SET2_     ENSG00000171862    10   89617870   89736687    470      30   92894      0.05819       0.4768
_SET2_     ENSG00000175220    11   46693630   46727165    105      45  104353      0.44716      0.32738
_SET2_     ENSG00000172757    11   65585493   65634497    160      40  116529       2.3305    0.0098907
_SET2_     ENSG00000165458    11   71929745   71955149     69      27  115385       0.6636      0.25347
_SET2_     ENSG00000149269    11   77027752   77190680    644      48  113301      0.72866      0.23311
_SET2_     ENSG00000123104    12   26485342   26991131   2287     155  125258       5.5787   1.2119e-08
_SET2_     ENSG00000161800    12   50365706   50431919    226      37  107982     -0.60398      0.72707
_SET2_     ENSG00000165410    14   35174593   35189029     72      17  124985      0.97569      0.16461
_SET2_     ENSG00000088808    14  104195089  104318927    471      36  116769      0.92471      0.17756
_SET2_     ENSG00000142208    14  105230686  105267088    186      60  102065    0.0085938      0.49657
_SET2_     ENSG00000137843    15   40504629   40574688    311      95  109349        1.123      0.13071
_SET2_     ENSG00000140992    16    2582965    2658189    179      37   77224      0.48869      0.31253
_SET2_     ENSG00000141506    17    8777233    8874029    430      91  109757       2.0871     0.018438
_SET2_     ENSG00000067900    18   18521867   18696812    347      73   90662     0.089211      0.46446
_SET2_     ENSG00000130669    19   39611410   39678456    360      55  108657       1.4517      0.07329
_SET2_     ENSG00000105221    19   40731224   40796443    260      42  105797       3.6964   0.00010933
_SET2_     ENSG00000101349    20    9513036    9824689   1450     171  121363      -1.6838      0.95389
_SET2_     ENSG00000101306    20   30402111   30427492     91      20  121192       1.3554     0.087642


# _SET3_ SET = Curated_gene_sets:reactome_downstream_signaling_of_activated_fgfr
# _SET3_ NGENES = 96
# _SET3_ P = 4.0993e-06
_SET3_     GENE              CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
_SET3_     ENSG00000198793     1   11161592   11327564    572      29  112116      0.66767      0.25217
_SET3_     ENSG00000132906     1   15812327   15858029    236      26  118725      0.94291      0.17286
_SET3_     ENSG00000142875     1   84538745   84709181    537      69  106898     -0.87516      0.80926
_SET3_     ENSG00000213281     1  115242090  115264515     64      31  113328     -0.38823      0.65108
_SET3_     ENSG00000159445     1  151841060  151887284    168      28  115847     -0.99342      0.83975
_SET3_     ENSG00000160691     1  154929774  154951871     45      25   98335      0.93849        0.174
_SET3_     ENSG00000117020     1  243646535  244019381   1046      72  107418       1.9171     0.027613
_SET3_     ENSG00000138031     2   25037038   25147708    625      53  118758     -0.10935      0.54354
_SET3_     ENSG00000115904     2   39203537   39356486    567      45  108762     -0.50616      0.69363
_SET3_     ENSG00000171132     2   45873484   46420129   2900     276  120911       2.4294    0.0075611
_SET3_     ENSG00000143933     2   47382221   47408740    101      35  116210     -0.34081      0.63338
_SET3_     ENSG00000115252     2  182999763  183392919   1856     102  119586     -0.67473      0.75008
_SET3_     ENSG00000118260     2  208389461  208473155    246      53  110468       5.6304   8.9875e-09
_SET3_     ENSG00000132155     3   12620100   12710725    349      39  123435       1.6455     0.049936
_SET3_     ENSG00000114302     3   48777030   48890279    209      65   96762       2.5619    0.0052058
_SET3_     ENSG00000163932     3   53185025   53231733    173      44  116802     -0.73855      0.76991
_SET3_     ENSG00000173175     3  122996143  123173605    809     102  112595       7.9803   7.3016e-16
_SET3_     ENSG00000121879     3  178860902  178962881    428      50  116347       1.1803      0.11893
_SET3_     ENSG00000068078     4    1790034    1815599    127      38   99926      0.57139      0.28387
_SET3_     ENSG00000134962     4   39403473   39458156    243      60  125213       1.7268     0.042104
_SET3_     ENSG00000138675     4   81182753   81262834    371      61  119384      0.39586       0.3461
_SET3_     ENSG00000138685     4  123742863  123824391    447      71  117509       1.7963     0.036223
_SET3_     ENSG00000109458     4  144252915  144400721    494      81  113213      0.64734      0.25871
_SET3_     ENSG00000078295     5    7391321    7835194   2046     154  114834     -0.13318      0.55297
_SET3_     ENSG00000164327     5   38933021   39079510    532      42  112857     -0.67111      0.74892
_SET3_     ENSG00000070193     5   44298646   44394808    360      40  108700    -0.071809      0.52862
_SET3_     ENSG00000145675     5   67506548   67602649    400      85  119878       5.2266   8.6332e-08
_SET3_     ENSG00000152495     5  110554351  110835584   1153      94  113333      -1.2599      0.89615
_SET3_     ENSG00000113578     5  141966743  142082617    669     128  110968       0.7262      0.23386
_SET3_     ENSG00000156427     5  170841660  170889627    199      58  117749       2.1186     0.017062
_SET3_     ENSG00000160867     5  176508887  176530145    111      30  117460       2.3033     0.010632
_SET3_     ENSG00000096433     6   33583142   33669351    520      74  120755       3.8856   5.1039e-05
_SET3_     ENSG00000124762     6   36639305   36660116    124      26  124265       1.2331      0.10877
_SET3_     ENSG00000137218     6   41732914   41759280    109      40  112860      0.44763      0.32721
_SET3_     ENSG00000118689     6  108876038  109010977    453      65  113374       3.2688   0.00054002
_SET3_     ENSG00000188191     7     583834     772287   1261     123   87876     -0.97757      0.83586
_SET3_     ENSG00000164742     7   45608739   45767715    732     100  116359       1.6198     0.052638
_SET3_     ENSG00000005249     7  106680094  106807256    469      57  114954       2.4711    0.0067357
_SET3_     ENSG00000078579     8   16844678   16864690    122      31  128895      -0.6667      0.74752
_SET3_     ENSG00000158815     8   21894909   21911320     79      32  120610       1.2142      0.11234
_SET3_     ENSG00000077782     8   38263656   38331352    214      75  110314       1.4693     0.070869
_SET3_     ENSG00000155897     8  131787547  132059672   1445     123  120752     -0.32177      0.62619
_SET3_     ENSG00000165059     9   71622469   71634039     59      23  118938       3.3794   0.00036329
_SET3_     ENSG00000119487     9  128194672  128474513   1114      71  106236      0.30233       0.3812
_SET3_     ENSG00000170312    10   62533089   62559610    145      27  121077       1.4252     0.077048
_SET3_     ENSG00000171862    10   89617870   89736687    470      30   92894      0.05819       0.4768
_SET3_     ENSG00000213341    10  101943055  101994376    176      35  115413        -1.34      0.90988
_SET3_     ENSG00000107831    10  103524899  103540854     38      24   96058      -1.5831       0.9433
_SET3_     ENSG00000066468    10  123232848  123362972    663     120  103608      0.45148      0.32582
_SET3_     ENSG00000174775    11     527242     542287    111      27  113056      0.63263      0.26349
_SET3_     ENSG00000002330    11   64032302   64057176     82      39  107497      0.10148      0.45958
_SET3_     ENSG00000173020    11   67028881   67059027     79      29  104444      0.61763      0.26841
_SET3_     ENSG00000175634    11   67190931   67207872     62      21  108804      0.73304      0.23177
_SET3_     ENSG00000162344    11   69508000   69524410     55      29  113111      0.98242      0.16295
_SET3_     ENSG00000075388    11   69582797   69595171     57      22  116948     -0.56878      0.71525
_SET3_     ENSG00000186895    11   69619992   69638792    126      24  122096      0.61375      0.26969
_SET3_     ENSG00000118972    12    4472393    4493894     74      22  116457     0.020573      0.49179
_SET3_     ENSG00000111241    12    4532321    4559780    120      26  110846       2.2047     0.013738
_SET3_     ENSG00000111276    12   12862992   12880305     70      27  112286       4.6446   1.7038e-06
_SET3_     ENSG00000133703    12   25352723   25408870    258      38  120948       1.1923      0.11657
_SET3_     ENSG00000123104    12   26485342   26991131   2287     155  125258       5.5787   1.2119e-08
_SET3_     ENSG00000174233    12   49154975   49187820     97      30  106339      0.27459      0.39182
_SET3_     ENSG00000123358    12   52411616   52458291    216      72  113746      0.54283      0.29362
_SET3_     ENSG00000123360    12   54938134   54978023    151      61  115476       1.1395      0.12725
_SET3_     ENSG00000135679    12   69196956   69244214    176      45  113702      0.49094      0.31174
_SET3_     ENSG00000166225    12   69859129   69978562    484      45  115174       3.2058   0.00067334
_SET3_     ENSG00000102678    13   22240522   22283637    171      47  101505       2.1966     0.014023
_SET3_     ENSG00000133116    13   33585207   33645282    331      38  120078       3.0554    0.0011239
_SET3_     ENSG00000150907    13   41124804   41245734    435      57  113713      0.34258      0.36596
_SET3_     ENSG00000129467    14   24782555   24809299    123      37  119562      0.68483      0.24673
